"Barcode","Area","AreaPerDay","InitialSize","MeanVariance","Round","Replicate","Clover","Rhizobium","NS","EW","n.stolons","weight","growth_per_day","EndSize","HasChangedColor","Measurements","HueRate","StartHue","TimeToGreen"
"1510","3331",202805.75,20004.3928571429,11356.5,1317.49416609321,1,1,"Banca_0315","SM76",11,35,4,18.07,0.3475,147998,TRUE,45,0.87443851176268,58.4497079174486,13
"1511","3332",290739,30918.1571428571,13699,1315.35321424035,1,1,"Banca_0315","MIX",12,35,4,9.96,0.191538461538462,174524,TRUE,45,1.16868110730962,58.4447857114189,10
"1512","3333",116882.9,3583.41486486486,4104.4,385.340122229779,1,2,"Ancor_0317","SM147B",13,35,4,25.85,0.615476190476191,5629,TRUE,38,1.14158264479462,56.2775496913462,3
"1513","3334",303618.3,27486.98,7599.4,1651.36269051685,1,1,"Aearl_0749","SM134A",14,35,4,27.21,0.523269230769231,181694,TRUE,45,1.08244434218366,62.6928664394838,10
"1514","3335",332363.7,21408.1067567567,15705.4,2792.6626406088,1,2,"Ctain_0636","SM57",15,35,4,23.82,0.529333333333333,124365,TRUE,41,0.263933591879402,57.8518271749775,18
"1515","3336",106016.45,10577.8567567568,7894.4,1188.35848915955,1,2,"Aearl_0749","SM38",16,35,4,16.91,0.375777777777778,89644,TRUE,41,-0.252865593934419,65.6830501789075,1
"1516","3337",276491.9,20524.0828571429,16128.4,1546.17023820426,1,1,"Ancor_0953","SM141A",17,35,4,5.81,0.111730769230769,105704,TRUE,45,0.3613996197114,65.2456363872944,13
"1517","3338",971400.75,57397.5351351352,25840.2,1987.60318215463,1,2,"Volin_0305","SM42",18,35,4,15.51,0.304117647058824,183435,TRUE,47,0.641648264422421,64.5761691581103,8
"1518","3339",319888.8,32924.68,8035.7,1628.1756677413,1,1,"Aearl_0749","SM155A",19,35,4,32.94,0.633461538461538,187151,TRUE,45,0.921221336945935,65.900655506825,10
"1519","3340",653966.9,43700.0783783784,15864.2,2345.56020355407,1,2,"Aearl_0527","SM126B",20,35,4,17.18,0.409047619047619,157812,TRUE,38,0.265808773171117,58.6025151960132,19
"1520","3341",337851.55,12004.6189189189,27706.6,1614.01916768795,1,2,"Kdike_0311","SM155A",1,36,4,1.81,0.0430952380952381,52966,TRUE,38,0.285141744914487,63.7208089791385,6
"1521","3342",505249.2,40836.1628571429,20669.6,2296.75145872863,1,1,"Kdike_0413","SM114",2,36,4,12.46,0.239615384615385,177984,TRUE,45,0.409466004342968,70.7587208935432,14
"1522","3343",539002.2,47644.9342857143,26813.9,2367.49346261915,1,1,"Clfin_0533","SM91",3,36,4,38.13,0.733269230769231,203377,TRUE,45,0.288601810613881,65.9654315453081,13
"1523","3344",787164.25,36557.5540540541,22449,2329.16184863377,1,2,"Rling_0204","SM11",4,36,4,27.15,0.603333333333333,100540,TRUE,41,0.857340515298943,62.58900300332,9
"1524","3345",279419.2,22368.4691176471,21962.3,3055.95828626439,1,1,"Mrida_0426","SM42",5,36,4,27.23,0.523653846153846,146264,TRUE,44,0.515565364813195,66.0718458870919,12
"1525","3346",70187.25,6704.77027027027,7252.8,893.278575892774,1,2,"Ilona_0427","SM138B",6,36,4,11.83,0.281666666666667,45064,TRUE,38,0.0205259586846547,60.6779335042744,18
"1526","3347",350927.25,31878.0337837838,8506.9,1669.93384755799,1,2,"Mrida_0210","SM154B",7,36,4,32.76,0.78,138357,TRUE,38,0.553072485889622,61.6981367857231,18
"1527","3348",476111,40483.0635135135,15053.4,1992.6990358549,1,2,"Kdike_0853","SM42",8,36,4,25.34,0.496862745098039,201181,TRUE,47,0.78593512269453,63.3399887656095,8
"1528","3349",311412.7,31699.5864864865,15840.1,1922.68662594507,1,2,"Clfin_0533","SM37",9,36,4,6.05,0.134444444444444,184844,TRUE,41,0.589794327401738,60.9735075966575,10
"1529","3350",41633.5,3398.96621621622,3460,486.44939842444,1,2,"Ancor_0421","SM170C",10,36,4,29.75,0.708333333333333,19097,TRUE,38,-0.157737595837311,63.9719332213667,19
"1530","3351",260030.25,24131.8014705882,13854.5,2380.9252608949,1,1,"Ancor_0421","SM121A",11,36,4,9.14,0.175769230769231,129914,TRUE,44,0.481838443262095,62.6203308289054,11
"1531","3352",601429.8,44511.4585714286,19855.9,2268.26199054488,1,1,"Rling_0306","MIX",12,36,4,32.3,0.621153846153846,178711,TRUE,45,1.10984041219631,63.9275437281892,10
"1532","3353",502550.3,44572.2371428571,20776.3,2180.16129892127,1,1,"Banca_0417","SM131",13,36,4,35.02,0.673461538461539,207818,TRUE,45,0.813440500687585,64.3723212163108,11
"1533","3354",585852.75,48445.6323529412,11319,3284.3665465095,1,1,"Aalon_0617","RCR221",14,36,4,2.43,0.0467307692307692,177277,TRUE,44,0.984627846655671,66.5257742035351,11
"1534","3355",105343.5,15975.3888888889,13611.3,2081.82239572448,1,2,"Rling_1061","SM39",15,36,4,23.74,0.527555555555556,197,TRUE,31,0.625239801745828,58.248307702205,21
"1535","3356",479245.35,42217.0242857143,20839.3,2353.31181354376,1,1,"Aoost_0215","SM148A",16,36,4,7.24,0.139230769230769,188469,TRUE,44,0.401254118257147,67.6254290633444,12
"1536","3357",342076.1,31361.3814285714,16116.2,2391.42730077993,1,1,"Rbani_0957","SM97",17,36,4,46.9,0.901923076923077,174674,TRUE,45,0.274148222180582,65.7075485746639,13
"1537","3358",165664.95,6637.03243243243,9781.9,1379.01377708232,1,2,"Aearl_0749","SM146B",18,36,4,21.87,0.520714285714286,37090,TRUE,38,-0.316148996020812,76.6347969802263,20
"1538","3359",621778.25,47973.8928571429,7396.4,2512.57186301835,1,1,"Aoost_1058","SM88",19,36,4,26.41,0.507884615384615,182433,TRUE,45,1.28813974258876,64.9559855491778,9
"1539","3360",291915,15070.6081081081,8595.5,2712.74578206351,1,2,"Aearl_0749","SM155A",20,36,4,8.33,0.198333333333333,70430,TRUE,38,0.172703906879287,70.1603077979895,20
"1540","3361",745644.35,57293.1528571429,17349.4,2145.29482337252,1,1,"Sster_0643","SM7",1,37,4,2.55,0.0490384615384615,198166,TRUE,42,0.526101449024481,62.8346907312333,13
"1541","3362",1127652.5,67328.8581081081,31496.6,2588.89256674858,1,2,"Aearl_0749","SM127",2,37,4,18.25,0.43452380952381,209716,FALSE,38,0.0950028320829504,77.6538287948641,17
"1542","3363",72076,8632.14189189189,4035.7,1130.59900954404,1,2,"Aearl_1055","SM17",3,37,4,30.45,0.676666666666667,84338,TRUE,41,0.771834423130294,60.2948585585675,9
"1543","3364",328270.95,27608.4628571429,18888.2,1827.36906160157,1,1,"Sster_0962","MIX",4,37,4,11.36,0.218461538461538,141754,TRUE,45,0.751741101508143,63.2120252148611,13
"1544","3365",255520.45,16663.7689189189,5313.6,1374.5957903085,1,2,"Aearl_0749","SM164A",5,37,4,11.69,0.278333333333333,82295,TRUE,38,0.49879319952526,65.5873882556231,6
"1545","3366",984959.5,64988.8932432432,20426.7,2440.98144906347,1,2,"Rbani_0215","MIX",6,37,4,12.88,0.252549019607843,216848,TRUE,47,0.607880918627671,64.7034320302225,13
"1546","3367",338246.25,33546.0434782609,10047.5,2939.90340887568,1,1,"Clfin_0213","SM44",7,37,4,25.41,0.488653846153846,119532,TRUE,33,2.31452833661828,60.5031870551105,6
"1547","3368",289848.85,23431.3851351351,14286.6,1249.91016692575,1,2,"Llanc_0952","MIX",8,37,4,15.18,0.297647058823529,174953,TRUE,47,0.691166572287376,60.4481271682275,12
"1548","3369",97850.35,10517.7675675676,1207.7,889.573039564489,1,2,"Aearl_0749","MIX",9,37,4,2.58,0.0505882352941176,121502,NA,47,NA,56.7535201507425,12
"1549","3370",38814.8,4822.95277777778,2402.1,597.532390499691,1,2,"Aearl_0749","SM102",10,37,4,5.27,0.119772727272727,44590,TRUE,39,0.169894290928356,56.6786513950075,20
"1550","3371",102703.7,29674.1227272727,21682.1,2430.04700670172,1,1,"Aearl_0749","SM125",11,37,4,2.27,0.0436538461538462,153737,FALSE,32,0.760041696773085,69.7520576291594,26
"1551","3372",1165122.05,72872.0689189189,12019.7,1662.25079635644,1,2,"Lflex_0850","SM19",12,37,4,6.81,0.151333333333333,220778,TRUE,41,1.10808732520421,57.7234898926975,8
"1552","3373",349936.55,30067.2513513514,7249.1,1232.77300847476,1,2,"Borek_0309","SM152B",13,37,4,17.59,0.418809523809524,126803,TRUE,38,0.468762723811915,61.4780328357,18
"1553","3374",174577.05,14037.8371428571,15619.2,1062.96813730962,1,1,"Volin_0102","SM42",14,37,4,24.54,0.471923076923077,130389,TRUE,45,0.403001414897427,61.4655648938371,12
"1554","3375",232345.5,23199.6418918919,9831,1381.22214804325,1,2,"Rbani_0957","SM60",15,37,4,31.7,0.704444444444444,141097,TRUE,41,0.594673971071325,57.1557992315775,12
"1555","3376",589492.1,49803.8385714286,17720.2,2497.61026675744,1,1,"Aearl_0749","SM169",16,37,4,24.19,0.465192307692308,202031.5,TRUE,45,0.988317249728148,65.9794731199615,10
"1556","3377",962072.05,57949.8324324324,15600.2,3281.0752427884,1,2,"Volin_0721","SM119",17,37,4,21.99,0.499772727272727,187104,TRUE,40,0.821307178455262,63.0609131936775,4
"1557","3378",82923.75,10499.5945945946,5738.8,1279.50920820061,1,2,"Aearl_0749","SM157B",18,37,4,20.25,0.482142857142857,60493,TRUE,38,0.128985118774476,61.0469493163308,18
"1558","3379",96366.4,11865.2945945946,7791.7,1238.35093733454,1,2,"Aearl_0749","SM70",19,37,4,11.24,0.255454545454545,90855,TRUE,40,-0.0397874525892201,63.1895244192825,21
"1559","3380",73810,7175.62162162162,7473.7,1496.4203659436,1,2,"Mrida_0426","SM156",20,37,4,22.96,0.546666666666667,39340,TRUE,38,0.00845905827930307,58.7305237397205,20
"1560","3381",188892.2,16745.3635135135,8649.6,2021.26009818616,1,2,"Clfin_0637","SM163A",1,38,4,10.91,0.259761904761905,81453,TRUE,38,0.263842274343137,58.1217221969667,16
"1561","3382",299678.5,17239.6716216216,18093.9,2711.38916577881,1,2,"Rling_0204","SM42",2,38,4,30.19,0.591960784313726,98515,FALSE,47,0.337135384623133,67.4845071280095,10
"1562","3383",396342.4,35082.0257142857,22561.8,1877.91576908347,1,1,"Rbani_0957","SM140A",3,38,4,34.09,0.655576923076923,168720,TRUE,45,0.23743072175217,68.896192479025,15
"1563","3384",843665.95,51985.5662162162,39024.4,2633.29259480109,1,2,"Rbani_0432","SM165A",4,38,4,15.4,0.366666666666667,174725,TRUE,38,0.833942971968195,67.8333641514026,6
"1564","3385",368282.25,34056.8214285714,20577,2851.21786766441,1,1,"Aearl_0306","SM109",5,38,4,50.44,0.97,171562,TRUE,45,0.72895700891351,65.5422872564139,11
"1565","3386",641753.8,53088.9442857143,15734.2,2706.62583827882,1,1,"Aearl_0749","SM63",6,38,4,32.33,0.621730769230769,198337,TRUE,45,0.753584250808909,65.6401368139974,10
"1566","3387",431361.05,39574.0728571429,11245.7,2601.81377482279,1,1,"Aearl_0749","SM129",7,38,4,33.61,0.646346153846154,186798,TRUE,45,0.709277474356865,65.3659407188692,10
"1567","3388",212328.95,14147.4959459459,6489.6,1397.87859074741,1,2,"Ancor_0317","SM42",8,38,4,25.85,0.506862745098039,73432,TRUE,47,0.801500755728467,59.68414757959,12
"1568","3389",460092.05,35103.0081081081,25048.9,2326.73654451465,1,2,"Rbani_0320","SM97",9,38,4,20.54,0.466818181818182,180083,TRUE,40,0.486063632827798,63.4534456755125,19
"1569","3390",259802.8,19405.2514285714,14235.8,2212.36060115248,1,1,"Aearl_1055","MIX",10,38,4,21.09,0.405576923076923,93755,TRUE,45,0.360438847833247,63.6083949714128,12
"1570","3391",617977.55,47016.1486486486,12708.3,2539.01697718714,1,2,"Aalon_1024","SM42",11,38,4,3.87,0.0758823529411765,210231,TRUE,47,0.488136126832246,61.9867039994786,1
"1571","3392",1129605.95,66210.6945945946,34974.1,2497.76808324318,1,2,"Rbani_0957","SM144B",12,38,4,54.22,1.29095238095238,204085,TRUE,38,0.737700058007278,65.6542551350564,3
"1572","3393",649981.45,50735.0864864865,7180.3,2192.46240246943,1,2,"Aearl_0749","SM151B",13,38,4,2.97,0.0707142857142857,192293,TRUE,38,0.373043281580371,64.822881127959,18
"1573","3394",1995980.9,95695.781081081,42166.2,3785.34057922432,1,2,"Ctain_1060","SM49",14,38,4,22.43,0.498444444444444,220080,TRUE,41,0.640390948566791,68.678493367305,1
"1574","3395",872942.2,54409.5557142857,27362.8,3665.99704880957,1,1,"Borek_0101","MIX",15,38,4,14.86,0.285769230769231,171270,TRUE,45,0.903015310431585,65.5383447998229,10
"1575","3396",707214.9,50496.24,29185.4,3055.16863979212,1,1,"Lflex_0411","SM25",16,38,4,36.66,0.705,183256.5,TRUE,45,0.729375174911599,66.1034053149718,10
"1576","3397",448777.95,39916.32,18122.3,2082.09807217689,1,1,"Clfin_0961","SM42",17,38,4,29.51,0.5675,194323.5,TRUE,43,0.746924234602556,65.5784350056154,11
"1577","3398",477109.8,31420.2364864865,11625.3,2918.64181415113,1,2,"Aalon_0205","SM42",18,38,4,13.58,0.266274509803922,160107,TRUE,47,0.585695222237308,60.8671353065762,9
"1578","3399",529220.45,45962.9342857143,8535.9,2808.65573209953,1,1,"Aearl_0749","SM136A",19,38,4,4.81,0.0925,194926,TRUE,45,1.31205516735625,61.5469569800231,9
"1579","3400",218441.95,10083.5324324324,9665.9,2272.22042883683,1,2,"Aearl_0851","SM131",20,38,4,6.18,0.147142857142857,35241,TRUE,38,0.628827737361934,59.302105138982,5
"1580","3401",1338036.75,64076.2567567568,67634.5,2883.00170735212,1,2,"Ilona_0314","SM164A",1,39,4,7.26,0.172857142857143,201051,FALSE,38,-0.0082975429003361,74.0032878372359,31
"1581","3402",123058.3,12656.53,8291.3,1418.10803360161,1,1,"Aearl_0851","SM42",2,39,4,13.61,0.261730769230769,83698,TRUE,45,0.777934997789577,62.4533808422257,11
"1582","3403",635997.55,50514.8797297297,5329.4,2268.89558476501,1,2,"Aearl_0749","SM69",3,39,4,9.96,0.226363636363636,196850,TRUE,40,0.803681183422062,58.81050778693,1
"1583","3404",235397.05,19730.4014285714,11947.3,1805.49806512938,1,1,"Ctain_0109","SM54",4,39,4,20.93,0.4025,108396,TRUE,45,0.902332135355837,63.1058980993343,8
"1584","3405",611917.5,42699.727027027,16847.6,2902.41895889684,1,2,"Ilona_0953","MIX",5,39,4,30.09,0.59,202420,TRUE,47,0.601953803435137,60.6201461073381,7
"1585","3406",612892.5,49065.8484848485,23449.6,2560.3422014173,1,1,"Rbani_0112","SM154A",6,39,4,58.92,1.13307692307692,193894,TRUE,43,0.673992580633426,65.7635768525324,13
"1586","3407",340361.9,22959.4635135135,6920.7,2231.25381140236,1,2,"Aaran_0413","SM30",7,39,4,45.58,1.01288888888889,106541,TRUE,41,0.973575899822464,56.15719061759,8
"1587","3408",105836.2,11119.1608108108,6427.3,1301.3819430678,1,2,"Aearl_0646","SM138A",8,39,4,34.13,0.812619047619048,63620,TRUE,38,0.272679539423511,62.0537497150947,19
"1588","3409",133070.75,12630.1283783784,1886.5,1157.58257067483,1,2,"Aearl_0749","SM116",9,39,4,37.36,0.849090909090909,76357,TRUE,40,0.789921805436784,56.9280817752154,21
"1589","3410",66231,5997.87837837838,8893,871.432488955374,1,2,"Lflex_0203","SM42",10,39,4,10.02,0.196470588235294,69439,TRUE,47,-0.0512185305121172,61.0179688882073,15
"1590","3411",128657.75,13438.4905405405,7545.6,1570.88023672606,1,2,"Ctain_0212","SM42",11,39,4,34.88,0.683921568627451,118303,TRUE,45,0.140346660041857,58.5686554169214,17
"1591","3412",228412.5,18613.5847222222,16910.3,1590.33720805877,1,2,"Rbani_0432","SM128A",12,39,4,22.11,0.526428571428571,97818,TRUE,36,0.47962783178943,62.4880270873083,19
"1592","3413",481459.7,34556.5985714286,12034.3,1768.1208618579,1,1,"Aalon_0205","SM155B",13,39,4,28.19,0.542115384615385,163364,TRUE,45,0.771952133457073,63.3432506592974,12
"1593","3414",492437.75,41780.7662162162,10216.4,1962.21671725937,1,2,"Ccyma_0311","MIX",14,39,4,24.7,0.484313725490196,209781,TRUE,45,0.803151162839334,58.9827506679333,8
"1594","3415",1308870.75,74491.1959459459,35719,3120.1425390396,1,2,"Banna_0204","MIX",15,39,4,7.61,0.14921568627451,212786,TRUE,45,0.838339897897691,63.4690279024095,32
"1595","3416",1134998.8,62943.85,22478.6,4375.89027881547,1,2,"Banca_0109","SM42",16,39,4,37.66,0.73843137254902,206953.5,TRUE,47,0.327915607223173,65.6412426685309,29
"1596","3417",744146.85,55851.31,21906.2,3071.57614386698,1,1,"Kdike_0311","SM42",17,39,4,16.59,0.319038461538462,189384,TRUE,45,0.973901954224696,63.1986118354857,11
"1597","3418",827879.75,58191.6928571429,32860,2551.91817562088,1,1,"Banna_0204","SM80",18,39,4,7.78,0.149615384615385,196338,TRUE,44,1.18222359971515,67.4125157115543,11
"1598","3419",246448.25,23723.7357142857,10340,1939.36006956552,1,1,"Kdike_0853","SM104",19,39,4,16.55,0.318269230769231,176943,TRUE,45,0.45420822856613,65.3302445406029,13
"1599","3420",752100.7,48302.22,20584.4,2674.65315115972,1,1,"Rling_0306","SM88",20,39,4,11.71,0.225192307692308,196170,TRUE,45,0.964772622866401,65.5321151013371,11
"1600","3421",411202,37771.4071428571,15513,2450.81322679786,1,1,"Ccyma_0311","SM70",1,40,4,28.11,0.540576923076923,182241,TRUE,45,0.541119102258635,63.5119230925371,12
"1601","3422",683340.3,50481.4871428572,17290.7,1894.15038862568,1,1,"Sster_0750","SM83",2,40,4,15.39,0.295961538461538,190319,TRUE,45,1.03994682829614,67.0806984616714,11
"1602","3423",552056.05,42312.8014285714,23152.3,2327.28848200312,1,1,"Rbani_0536","SM42",3,40,4,19.68,0.378461538461538,184015,TRUE,45,0.649863864356316,70.1519748564943,11
"1603","3424",66644.9,6943.84714285714,20183.2,1574.62129144144,1,1,"Sster_0859","SM83",4,40,4,55.61,1.06942307692308,104512,TRUE,45,-0.0807815951287838,65.9548792625771,25
"1604","3425",882301.5,50947.1554054054,26741.5,3757.59826949565,1,2,"Borek_0619","SM43",5,40,4,11.7,0.26,171619,TRUE,41,0.328268200558804,67.2679587055,30
"1605","3426",263568.45,26434.4414285714,8774.1,2440.73453599904,1,1,"Aearl_0749","SM164C",6,40,4,31.99,0.615192307692308,172804,TRUE,45,0.476690585343541,63.9603477419946,14
"1606","3427",161950.85,18154.3457142857,7077.4,1183.01844994549,1,1,"Lflex_0529","SM25",7,40,4,67.35,1.29519230769231,155371,TRUE,45,0.77351867478858,62.6414716046919,13
"1607","3428",261125.85,23399.3385714286,11866.3,1510.175723717,1,1,"Aoost_0543","SM90",8,40,4,29.82,0.573461538461538,131461,TRUE,45,0.318203455530971,65.2340591170513,15
"1608","3429",177599.65,18965.8185714286,9395.1,1613.87411278072,1,1,"Aalon_0408","SM152C",9,40,4,41.47,0.7975,172225,TRUE,45,0.593449174471835,64.9257195485973,13
"1609","3430",812755.25,59340.8714285714,20556,2207.94789063626,1,1,"Aoost_0751","SM148A",10,40,4,50.34,0.968076923076923,208984,TRUE,45,0.529674765935982,67.0086730728108,12
"1610","3431",227608,20925.9214285714,7759.6,1729.27272861312,1,1,"Aearl_0749","SM4",11,40,4,41.07,0.789807692307692,147501,TRUE,45,0.936686069987089,60.9926962391368,8
"1611","3432",237316.1,26140.1028571429,17254.1,1678.00526788493,1,1,"Kdike_0962","MIX",12,40,4,27.02,0.519615384615385,173351,TRUE,45,0.547471209945598,60.8162364202289,14
"1612","3433",1352941.8,84728.6337837838,20818.6,2411.59164570746,1,2,"Lflex_0850","SM42",13,40,4,10.02,0.196470588235294,226669,TRUE,45,0.926545891671437,62.6535009696429,6
"1613","3434",385122,26457.5810810811,8003,1604.56371904802,1,2,"Volin_0102","SM119",14,40,4,8.81,0.200227272727273,101287,TRUE,38,0.789974213769208,59.6270272922622,6
"1614","3435",879379.35,56323.0385714286,30820.9,2915.38746576038,1,1,"Kdike_0103","SM155A",15,40,4,18.74,0.360384615384615,207899,TRUE,45,0.639083241915665,69.8685827952711,12
"1615","3436",2217984.1,102869.754054054,45516.2,2702.31150868091,1,2,"Clfin_0102","SM42",16,40,4,4.08,0.08,221142,TRUE,47,0.228680673895642,70.0139948776048,33
"1616","3437",678608.05,46023.6871428572,19608.2,2173.08169005344,1,1,"Ctain_0317","SM68",17,40,4,16.11,0.309807692307692,165426,TRUE,45,0.775738353100493,66.6586431004229,8
"1617","3438",750927.95,50177.2094594595,21296.2,2355.99024588299,1,2,"Ctain_0951","SM42",18,40,4,31.37,0.615098039215686,222345.5,TRUE,47,0.613808631088438,62.6304258599381,9
"1618","3439",1690086.5,93185.7432432432,24144,2613.21984543246,1,2,"Kdike_0103","SM5",19,40,4,12.98,0.288444444444444,231474.5,TRUE,41,1.13767945274716,62.6124849660825,6
"1619","3440",1344767,80009.8243243243,27445.6,2913.92512210867,1,2,"Rling_1061","SM81",20,40,4,23.46,0.533181818181818,227935,TRUE,40,0.325305030480039,67.0545256605625,1
"1620","3441",546566.05,34849.6837837838,30150.4,1877.2226465653,1,2,"Ancor_0953","SM141A",1,41,4,15.3,0.364285714285714,127528,TRUE,38,0.374053757459272,68.5299687744524,1
"1621","3442",143771.45,16248.4290322581,13800.4,1690.85153209693,1,1,"Ctain_0531","SM42",2,41,4,33.15,0.6375,113713,TRUE,41,0.598822046024811,60.3189168122077,13
"1622","3443",400727.55,30733.9736111111,9547.3,1467.96099126602,1,2,"Clfin_0637","SM89",3,41,4,16.34,0.371363636363636,151947,TRUE,39,0.810629686804198,61.0135609212,6
"1623","3444",360349.5,35578.5612903226,13187.6,1723.61535171755,1,1,"Aalon_0205","SM4",4,41,4,30.9,0.594230769230769,182298,TRUE,41,0.610955620532763,62.7549606743744,12
"1624","3445",536550.8,42778.1014285714,7338.9,2855.33859715974,1,2,"Aearl_0749","SM13",5,41,4,10.1,0.224444444444444,175793,TRUE,39,0.476415156948362,64.4799807857571,23
"1625","3446",164514.9,24833.4865384615,20546.1,3032.969156083,1,1,"Mrida_0953","MIX",6,41,4,28.13,0.540961538461538,129714,TRUE,36,0.430334810336588,66.5918062675079,12
"1626","3447",571686.95,63733.6230769231,13097.6,3164.91889256416,1,1,"Rling_0415","SM42",7,41,4,39.14,0.752692307692308,177564,TRUE,36,0.715676824720579,63.4015807304132,11
"1627","3448",134491.1,33653.4125,21045.2,3606.41758308844,1,1,"Aearl_0749","SM140B",8,41,4,20.13,0.387115384615385,148904,TRUE,26,0.426893067432751,69.6831309039182,24
"1628","3449",513683.8,36095.5189189189,5637.6,1731.72911507285,1,2,"Ccyma_0102","SM42",9,41,4,40.29,0.79,181299,TRUE,47,0.969840852777328,58.5934212214119,6
"1629","3450",509676.5,37448.2094594595,7450.3,2608.31578766384,1,2,"Aearl_0749","SM110",10,41,4,36.72,0.834545454545454,173039,TRUE,40,0.468307273227034,63.3510205510375,21
"1630","3451",550189.5,32703.154054054,11477.3,2475.73587569179,1,2,"Rbani_0749","SM42",11,41,4,23.34,0.457647058823529,165020,TRUE,47,0.787097741425206,60.1027270364905,3
"1631","3452",334190.5,25772.7357142857,17123,2898.23881500297,1,1,"Mrida_0426","MIX",12,41,4,13.49,0.259423076923077,145104,TRUE,45,0.824148513301752,60.3547487033359,10
"1632","3453",646762.2,51575.5414285714,19281.9,1489.68477371788,1,1,"Borek_1059","SM112",13,41,4,22.13,0.425576923076923,198852,TRUE,45,1.26606079804056,62.9662790582564,10
"1633","3454",187268,16893.0071428571,11747.6,1899.96281708749,1,1,"Aaran_0413","SM144A",14,41,4,25.62,0.492692307692308,126233,TRUE,45,0.612250398354373,61.2598455150308,11
"1634","3455",522295.8,42518.2157142857,16680.6,1956.45126883707,1,1,"Mrida_1057","MIX",15,41,4,23.91,0.459807692307692,183992,TRUE,45,0.571399693135593,64.2702810653872,11
"1635","3456",1207897.25,70455.4594594595,19413.9,2409.87151006001,1,2,"Sster_0859","SM22",16,41,4,10.21,0.226888888888889,211793,TRUE,41,0.564873673408348,63.109957142245,22
"1636","3457",277666.45,22104.6743243243,3020.8,1655.8944076236,1,2,"Aearl_0749","NO",17,41,4,16.86,0.324230769230769,198715,TRUE,48,0.899953170686796,56.9348823925059,3
"1637","3458",1923385.65,98832.9905405405,35826.7,1820.74086086361,1,2,"Borek_1059","SM130A",18,41,4,18.73,0.445952380952381,226669,TRUE,38,0.600097331395641,69.9768382470487,20
"1638","3459",578336,36668.2675675676,20248.1,2454.98061998364,1,2,"Ancor_1057","MIX",19,41,4,46.78,0.917254901960784,178622,TRUE,47,0.822250227702234,64.5484263871548,6
"1639","3460",208298.6,21402.7457142857,23718.4,2401.92313337689,1,1,"Borek_0410","SM58",20,41,4,16.34,0.314230769230769,128895,TRUE,45,0.430092697879947,61.3945750000205,11
"1640","3461",135351.25,15051.6387096774,20261.2,2464.31620144411,1,1,"Mrida_0644","SM82",1,42,4,14.37,0.276346153846154,111516,TRUE,41,-0.171689187764664,65.2030922499949,26
"1641","3462",217296.1,29937.3935483871,23954.4,1848.24432058039,1,1,"Banca_0417","SM76",2,42,4,39.11,0.752115384615385,188751,TRUE,41,-0.0498213637246009,66.0962436583513,14
"1642","3463",693339.45,51508.6606060606,9645.4,2391.32725416895,1,2,"Lflex_0529","SM42",3,42,4,29.75,0.583333333333333,179026,TRUE,43,1.04637708175385,61.289011258569,1
"1643","3464",240358.5,30841.6370967742,26185.5,2201.30600524974,1,1,"Sster_0313","SM157A",4,42,4,2.3,0.0442307692307692,175148,TRUE,41,-0.335883498380999,70.3487520067179,15
"1644","3465",80482.7,15129.3306451613,9149.2,2541.14003263872,1,1,"Aearl_0749","SM74",5,42,4,2.76,0.0530769230769231,151307,TRUE,41,-0.192787830562807,65.4081748879923,15
"1645","3466",531165.4,42002.8689189189,6336.2,2631.37690395293,1,2,"Aearl_0749","SM4",6,42,4,1.84,0.0408888888888889,197931,TRUE,41,0.790763365860589,58.30546463203,23
"1646","3467",245441.8,21554.6442857143,19527.3,3276.55792184064,1,1,"Rling_0415","SM94",7,42,4,35.21,0.677115384615385,138100,TRUE,44,-0.101360677206953,64.6473559951921,14
"1647","3468",1658519.5,91669.8636363636,57323.5,4306.1169794042,1,2,"Aearl_0749","SM129",8,42,4,10.87,0.258809523809524,218260,TRUE,34,0.226228295371372,75.1369858190051,23
"1648","3469",208587.5,21721.6928571429,14525,2942.91165274023,1,1,"Banna_1052","SM120",9,42,4,28.48,0.547692307692308,180336,TRUE,45,-0.0241106447639153,65.5970159185368,14
"1649","3470",484919.5,35148.8071428571,24432.1,4183.28308878528,1,1,"Banca_0109","SM92",10,42,4,6.58,0.126538461538462,168581,TRUE,43,0.481662885588627,68.226557843179,12
"1650","3471",840244.2,51503.1242857143,33046.3,4122.07717690977,1,2,"Sster_0962","MIX",11,42,4,24.78,0.485882352941176,189625,TRUE,45,0.393778075041197,64.7492741013619,2
"1651","3472",811134.65,57374.04,21639.8,2381.86182673403,1,1,"Volin_0721","SM12",12,42,4,29.92,0.575384615384615,212755,TRUE,45,0.468925654836925,67.0949291307359,12
"1652","3473",130685.7,5770.73513513513,4498.6,1085.73035850547,1,2,"Aearl_0749","SM61",13,42,4,2.99,0.0679545454545455,37414,TRUE,40,0.552896760659254,65.774183780815,1
"1653","3474",51343.45,3186.67432432432,5896.6,1057.64231996502,1,2,"Clfin_0961","SM151B",14,42,4,47.36,1.12761904761905,20046,TRUE,38,-0.0420255915228544,58.7832051645128,17
"1654","3475",96223,3332.21621621621,7410.2,815.392847689182,1,2,"Llanc_0538","SM129",15,42,4,24.15,0.575,14437,TRUE,38,-0.0823812406480395,61.3118523872846,24
