"Barcode","Area","AreaPerDay","InitialSize","MeanVariance","Round","Replicate","Clover","Rhizobium","NS","EW","n.stolons","weight","growth_per_day","EndSize","HasChangedColor","Measurements","HueRate","StartHue","TimeToGreen"
"403","2204",1002784,69153.9142857143,16363.5,3594.70856256151,1,1,"Aalon_0512","SM42",37,21,4,31.24,0.600769230769231,210362,TRUE,44,1.02604656753825,59.9885980436079,8
"404","2205",823307.85,55190.9671428572,31018.9,3051.83192358994,1,1,"Kdike_0103","SM46",36,21,4,30.45,0.585576923076923,206915,TRUE,45,0.902943797089957,65.7363587415526,11
"405","2206",1631776.15,82858.8824324324,35757.6,4311.33968683604,1,2,"Rbani_0112","SM5",35,21,4,47.39,1.05311111111111,183132,TRUE,40,0.771046216120961,63.8434136333925,2
"406","2207",481046.25,38489.6824324324,20586.9,3304.12227589467,1,2,"Clfin_0102","SM112",34,21,4,21.34,0.485,223172.5,TRUE,39,0.172749822969557,60.0845458312425,18
"407","2208",1528206.5,85442.2861111111,17292.7,3482.0696545048,1,2,"Rbani_0215","SM42",33,21,4,54.17,1.0621568627451,154549.5,TRUE,45,0.794703742337109,63.1455071157643,2
"408","2209",687872.5,49100.5147058823,21257.5,2476.51373389999,1,1,"Rling_0306","SM13",32,21,4,37.24,0.716153846153846,178444.5,TRUE,42,1.02322869906755,67.0539935609333,11
"409","2210",672812.4,48672.4242424242,20400.6,3448.67670871389,1,1,"Clfin_0213","SM112",31,21,4,36.14,0.695,148292,TRUE,39,0.969894644507159,64.2949043028564,13
"410","2211",1114859.25,68156.2791666667,30932.2,4391.27800871203,1,2,"Lflex_0642","MIX",30,21,4,55.83,1.09470588235294,213702.5,TRUE,45,0.643481017889473,67.3010769799286,8
"411","2212",810807.8,51630.4942857143,22712.9,3757.32400343949,1,2,"Banca_0109","SM27",29,21,4,33.89,0.753111111111111,201449.5,TRUE,39,0.609533888217094,65.1446915737872,2
"412","2213",644672.75,48275.5367647059,20247.5,3443.15346380164,1,1,"Aearl_0749","SM7",28,21,4,27.88,0.536153846153846,182420,TRUE,42,0.819771083958853,68.6079978200667,9
"413","2214",759050.2,53732.7771428571,17868.8,2674.30877755581,1,1,"Aalon_0821","SM94",27,21,4,30.87,0.593653846153846,203480,TRUE,43,1.54470708249976,65.8215320123083,8
"414","2215",868453.3,57188.0085714286,17210.2,3338.81320112702,1,1,"Aalon_0512","RCR221",26,21,4,24.99,0.480576923076923,187426,TRUE,43,0.961306088606258,66.1539242855361,8
"415","2216",102962.7,9076.51891891892,9010.3,2090.27944537752,1,2,"Ccyma_0311","SM21",25,21,4,10.55,0.234444444444444,89250,TRUE,41,0.216863228080306,59.5533774225825,22
"416","2217",358759.9,33953.6328571429,11886.6,3176.39924431302,1,1,"Aearl_0749","SM59",24,21,4,22.28,0.428461538461539,152012,TRUE,44,1.02446386057849,63.6939008531,11
"417","2218",1099030.4,65743.8554054054,10898.1,2971.43422164202,1,2,"Aalon_0512","RCR221",23,21,4,32.64,0.725333333333333,207761,TRUE,41,0.796963112780152,59.3665604654625,5
"418","2219",234094,28501.3857142857,7959.5,2413.04141683628,1,1,"Aearl_0749","SM115",22,21,4,21.03,0.404423076923077,151059,TRUE,40,1.05690995822938,61.9460989233889,9
"419","2220",436796.45,36460.4914285714,20222.7,3698.3301868944,1,1,"Sster_0105","SM42",21,21,4,38.83,0.746730769230769,123909,TRUE,40,0.721357219996153,65.1666521747778,12
"420","2221",828249.3,51479.8085714286,33231.6,3025.53559704194,1,1,"Sster_0643","MIX",40,22,4,40.74,0.783461538461539,201836,TRUE,45,0.826392627778409,63.7594119959211,8
"421","2222",1155723.25,71084.9291666667,18488.8,3733.31022574994,1,2,"Clfin_0320","SM42",39,22,4,45.05,0.883333333333333,200664,TRUE,45,0.860239554128523,61.6474761273881,4
"422","2223",225091.5,22224.7714285714,13802.6,2580.7548796246,1,1,"Aaran_0534","SM42",38,22,4,18.27,0.351346153846154,163067,TRUE,45,0.813268167430369,64.4716590187474,9
"423","2224",1507358.85,85035.2666666667,40012.3,3956.94869321752,1,2,"Ilona_0845","SM121A",37,22,4,34.87,0.830238095238095,227559,TRUE,37,0.480933228757983,68.7556784734333,4
"424","2225",488621,43168.9785714286,18668,3140.22411631831,1,1,"Mrida_0851","SM82",36,22,4,13.15,0.252884615384615,165761,TRUE,45,0.29292736756203,63.6457351042395,14
"425","2226",713252.8,31376.6297297297,32358.4,3891.66225317127,1,2,"Banna_0844","MIX",35,22,4,47.8,0.937254901960784,200440.5,TRUE,46,0.694627509557438,61.6400805454976,27
"426","2227",658416.45,48284.12,18584.2,3847.19410863041,1,1,"Ilona_0845","SM89",34,22,4,25.56,0.491538461538462,193281,TRUE,45,0.570451566333395,64.1140436376487,9
"427","2228",684685.95,47262.2771428571,26822.1,2636.71358172312,1,1,"Ctain_0636","SM42",33,22,4,37.39,0.719038461538462,181859,TRUE,45,0.378993079840799,69.3360379615974,13
"428","2229",980129.25,47608.5364864865,29728.4,3180.85210453561,1,2,"Aalon_0101","SM42",32,22,4,51.39,1.00764705882353,168477,TRUE,47,0.567449838542141,62.2313403439071,19
"429","2230",930038.5,43694.8040540541,21660,3959.21677464251,1,2,"Rling_0951","SM108",31,22,4,40.52,0.920909090909091,129809,TRUE,40,1.17977897948859,62.1945925389725,7
"430","2231",414269.7,29692.4428571429,32078.1,4470.06324473757,1,2,"Aaran_1061","MIX",30,22,4,28.35,0.555882352941176,171486,TRUE,45,0.42077365633107,64.40052441328,28
"431","2232",928540.8,63704.9585714286,25722.9,3199.07762132297,1,1,"Aalon_0821","SM145A",29,22,4,29.84,0.573846153846154,227189,TRUE,44,1.16587109743651,66.1521395445444,9
"432","2233",483568.65,42420.0614285714,14640.1,3483.32702368591,1,1,"Aearl_0749","SM154C",28,22,4,25.33,0.487115384615385,211258,TRUE,44,0.907643102828432,66.3760746330222,10
"433","2234",55957.35,2084.04444444445,5304.7,934.412279667975,1,2,"Aearl_0953","SM38",27,22,4,5.05,0.112222222222222,16514.5,FALSE,40,0.341519503667535,62.0350396966103,8
"434","2235",114599.3,9070.17285714286,14757.3,2438.56595203867,1,1,"Ctain_0109","SM168C",26,22,4,9.86,0.189615384615385,61739,TRUE,44,-0.0338916341175201,66.9981772930028,13
"435","2236",153388,16074.9428571429,24656.5,2593.01531991192,1,1,"Sster_0859","SM42",25,22,4,18.58,0.357307692307692,132002,TRUE,45,-0.0353467945194201,65.7246454211778,14
"436","2237",194559.75,18869.1418918919,13917.8,2752.76290504913,1,2,"Kdike_0853","SM104",24,22,4,16.14,0.366818181818182,114250,TRUE,38,0.231332265830718,59.974705313541,21
"437","2238",299850.15,32859.4702702703,17698.1,3198.08719663932,1,2,"Sster_0105","SM69",23,22,4,29.03,0.659772727272727,171212,TRUE,40,0.177878024846376,62.6467558620769,20
"438","2239",373090.75,38447.0928571429,7684,3767.46310493025,1,1,"Aearl_0749","SM95",22,22,4,26.15,0.502884615384615,168223,TRUE,40,0.956483907950587,63.7175076740407,10
"439","2240",251835.55,18500.4728571429,21848.8,3399.3004266249,1,1,"Ancor_0953","SM140B",21,22,4,31.08,0.597692307692308,103661,TRUE,43,0.701204917654537,64.4477411176852,10
"440","2241",326682.6,22419.2108108108,31682.3,3440.71668233504,1,2,"Lflex_0203","MIX",40,23,4,22.51,0.441372549019608,149456,TRUE,47,0.246722540145235,64.8213179840683,13
"441","2242",439343.95,32087.42,24656.6,2536.08232520646,1,1,"Banna_0101","SM46",39,23,4,26.67,0.512884615384615,163355.5,TRUE,45,0.90417617372508,63.3969876283667,9
"442","2243",441266.2,36242.6743243243,11695.8,2659.44901259561,1,2,"Aearl_0749","SM165A",38,23,4,11.85,0.282142857142857,151218,TRUE,38,-0.158241509390085,66.103755388059,19
"443","2244",631820.6,46989.2864864865,19026.7,2808.62092983329,1,2,"Llanc_0538","SM134A",37,23,4,26.08,0.620952380952381,169008,TRUE,38,0.535769922916559,62.1549315504872,7
"444","2245",302474.35,25555.0314285714,14948.7,2872.47505789447,1,1,"Aearl_1055","SM6",36,23,4,24.26,0.466538461538462,163801.5,TRUE,45,0.766461984145581,61.1479566050538,10
"445","2246",432875.45,36416.5662162162,17162.3,1656.48285619545,1,2,"Banna_0947","SM164C",35,23,4,15.4,0.366666666666667,154991,TRUE,38,0.37543556304325,60.2716244466436,14
"446","2247",1246358.75,72356.1135135135,20403.3,2384.85400480472,1,2,"Banna_0947","SM42",34,23,4,45.34,0.889019607843137,207285,TRUE,47,0.866965197518458,63.9143962042262,4
"447","2248",94031.9,12562.0542857143,11287.8,1918.13980724503,1,1,"Aalon_0205","SM42",33,23,4,13.04,0.250769230769231,121491,TRUE,45,-0.0578147699421812,63.4698656092844,14
"448","2249",929145.25,57761.2837837838,34162,3103.64047866051,1,2,"Aalon_0101","SM155B",32,23,4,35.77,0.851666666666667,203980.5,TRUE,38,0.530405029284533,60.4140248561,24
"449","2250",357391.65,30156.1986486486,15160.8,3194.86123643017,1,2,"Ccyma_0311","SM42",31,23,4,26.65,0.522549019607843,203246,TRUE,47,0.435989477346895,60.1531283982476,7
"450","2251",807400.65,51805.79,15679.3,2873.35078066825,1,1,"Ctain_1060","SM38",30,23,4,30.86,0.593461538461538,161723.5,TRUE,45,0.845253248554344,63.5371287867757,9
"451","2252",824192,53132.2785714286,23407,2927.90637980034,1,1,"Borek_0101","SM130A",29,23,4,33.76,0.649230769230769,162627,TRUE,45,1.11050992388232,61.3153959515216,9
"452","2253",1626216.2,80906.0121621621,28246.1,5130.52301393585,1,2,"Aoost_0104","SM108",28,23,4,51.28,1.16545454545455,202513,TRUE,39,1.11217403828861,60.5377189045436,4
"453","2254",764148.6,54570.3814285714,13742.4,2487.53883157168,1,1,"Aalon_0821","SM35",27,23,4,26.73,0.514038461538462,194584.5,TRUE,42,1.32011053500667,64.4647276324541,8
"454","2255",105580.5,14192.5571428571,12951.5,2723.92268705429,1,1,"Aearl_0205","SM42",26,23,4,18.62,0.358076923076923,91069.5,TRUE,39,0.335937296031414,66.4384791580297,12
"455","2256",576950.25,39798.7142857143,16737.2,2977.27715811823,1,1,"Ancor_0522","SM151C",25,23,4,24.94,0.479615384615385,127984,TRUE,44,0.831336135108071,62.9976232741091,9
"456","2257",748559.35,53514.8814285714,28895.6,3267.34791824987,1,1,"Ctain_0951","SM38",24,23,4,30.83,0.592884615384615,192136,TRUE,45,0.713737151325778,62.6167844437455,11
"457","2258",328473.65,31160.6471428571,22145.3,2314.77130776757,1,1,"Banna_0101","SM106",23,23,4,25.94,0.498846153846154,175344.5,TRUE,42,0.384092838612131,66.2482008552061,12
"458","2259",690154.5,42686.7202702703,14920.6,3447.25767287715,1,2,"Ctain_0317","SM42",22,23,4,38.51,0.755098039215686,148168,TRUE,46,0.6722782361082,63.0736586154325,12
"459","2260",271719.15,26208.4828571429,12887.8,2371.78895367665,1,1,"Rling_1061","SM13",21,23,4,21.18,0.407307692307692,164756,TRUE,45,0.47129952312333,61.4991879902151,12
"460","2261",365072.35,32565.3,14148.3,2812.50739551282,1,2,"Aearl_0749","SM94",40,24,4,13.39,0.304318181818182,162910,TRUE,40,0.064496358028142,67.8915580844605,18
"461","2262",223273.55,15151.23,18463.8,2592.25483588693,1,1,"Rling_0204","SM13",39,24,4,19.64,0.377692307692308,80911,FALSE,45,-0.0705190438585605,71.5334720502769,15
"462","2263",429335.75,30197.9714285714,25585.5,2097.00549764185,1,1,"Ancor_0211","SM110",38,24,4,24.38,0.468846153846154,133363.5,TRUE,45,0.516814490085128,71.9253025234539,11
"463","2264",1085289.25,66467.4648648649,15027.3,2715.35444970492,1,2,"Banna_0733","MIX",37,24,4,45.39,0.89,205376,TRUE,47,0.960067346635956,61.6862654496244,3
"464","2265",1132348.35,69502.8675675676,15321.8,4281.57880874713,1,2,"Aalon_0718","SM151A",36,24,4,39.29,0.93547619047619,184920,TRUE,38,0.78575742375074,60.7540872728077,5
"465","2266",1036151.35,62652.2457142857,30237.9,2819.75192173493,1,1,"Aoost_0954","SM151B",35,24,4,38.71,0.744423076923077,199124,TRUE,45,1.08740605871284,67.7753494798969,9
"466","2267",313200.15,33067.2685714286,15184.8,2126.68938594124,1,1,"Lflex_0529","SM117",34,24,4,17.61,0.338653846153846,173449,TRUE,45,0.711537132653486,65.5155251326094,13
"467","2268",348300.8,19833.7108108108,13305.9,2609.26226332097,1,2,"Ilona_0427","SM8",33,24,4,9.72,0.216,84686,TRUE,41,1.03946153357379,59.353249020835,2
"468","2269",476073.6,41639.2242857143,11389.6,3342.55674166619,1,1,"Aearl_0749","SM93",32,24,4,26.22,0.504230769230769,172608,TRUE,45,0.91558953236295,65.7060473357812,10
"469","2270",79178.65,3392.09864864865,7333.8,868.170344972621,1,2,"Aearl_0749","NO",31,24,4,5.09,0.0978846153846154,19646.5,TRUE,48,0.451245909826541,58.9911769691294,10
"470","2271",1061752.35,75096.7367647059,14338.4,4449.55174448267,1,2,"Aalon_0617","SM42",30,24,4,48.83,0.957450980392157,209341,TRUE,43,0.738952834359169,64.6934746578444,3
"471","2272",484797.2,40430.0128571429,11069.4,3576.12688519437,1,1,"Aearl_0749","SM106",29,24,4,25.2,0.484615384615385,170894,TRUE,44,1.32403911863125,62.2636246378297,9
"472","2273",395856.05,35123.6432432432,5833.2,3804.8491770008,1,2,"Aearl_0749","SM31",28,24,4,18.35,0.407777777777778,174966,TRUE,41,0.450157374599678,63.8426806779923,21
"473","2274",548508.8,41397.1157142857,16361.7,2830.39832531318,1,1,"Banca_0626","SM148A",27,24,4,30.24,0.581538461538462,152474,TRUE,44,1.03898042271542,70.182001664973,9
"474","2275",420855.25,27657.7285714286,20074.9,2655.46697694137,1,1,"Ancor_0211","SM147B",26,24,4,23.41,0.450192307692308,132383,TRUE,45,0.413447787591259,68.5709958392892,12
"475","2276",99585.8,10967.0514285714,9062.6,3012.57701290906,1,1,"Aearl_0749","SM168C",25,24,4,8.3,0.159615384615385,77479,TRUE,43,-0.0233243010365124,65.1847754341121,13
"476","2277",142613.55,5460.07285714286,13981.3,1535.2586341968,1,1,"Aearl_0953","SM42",24,24,4,3.93,0.0755769230769231,45417,TRUE,45,0.0234311432058701,65.9068639337121,11
"477","2278",245416.8,19648.7513513513,10545.9,1690.33416416037,1,2,"Aalon_1024","SM102",23,24,4,6.6,0.15,111263,TRUE,40,0.470124038292221,61.2882036223892,10
"478","2279",127741.4,13042.0581081081,4728.7,1947.37532507808,1,2,"Aearl_0749","SM133A",22,24,4,8.48,0.201904761904762,77258,TRUE,38,0.421564933485138,58.8349885943368,20
"479","2280",578567.25,41819.8071428572,18070.7,3224.86966232555,1,1,"Aoost_0852","MIX",21,24,4,35.43,0.681346153846154,131368,TRUE,42,0.873848932136688,63.7901147609606,11
"480","2281",196839.1,18343.5094594595,9346.3,1475.29058536955,1,2,"Banca_0315","SM76",40,25,4,10.51,0.238863636363636,112498,TRUE,39,0.148711920005831,62.9691935510825,20
"481","2282",562638.05,42333.6585714286,13651.2,1975.5480554663,1,1,"Ancor_0852","SM154C",39,25,4,25.72,0.494615384615385,161168.5,TRUE,44,0.642391047417498,69.1390340834025,10
"482","2283",560571,43782.6857142857,17367.8,1963.88136450098,1,1,"Rbani_0852","SM42",38,25,4,29.91,0.575192307692308,179552,TRUE,45,0.564157994419571,68.8722858982,11
"483","2284",1106542.5,62812.8648648649,29089.1,2490.29792179344,1,2,"Rbani_0536","SM48",37,25,4,31.25,0.694444444444444,199931,TRUE,40,0.588179453526998,65.862768156425,27
"484","2285",437052.75,40561.7571428571,11876.2,3208.66047315378,1,1,"Aearl_0749","SM68",36,25,4,24.63,0.473653846153846,157665,TRUE,43,0.815278340729534,61.43294636976,9
"485","2286",452086.25,43790.25,9609.5,1932.29176306293,1,2,"Aearl_0749","SM149B",35,25,4,14.05,0.33452380952381,161620,TRUE,32,0.502086131006006,62.3919941116923,20
"486","2287",118476.75,11773.3790322581,9104,1405.69984452707,1,2,"Aearl_0749","SM134A",34,25,4,3.32,0.079047619047619,72307,TRUE,32,-0.537234073995667,66.7727140426051,19
"487","2288",988871,58329.4772727273,28479,2531.51944486197,1,1,"Volin_0510","SM12",33,25,4,37.19,0.715192307692308,205652,TRUE,39,0.944524501298953,67.4428968324282,9
"488","2289",630498.65,42360.7863636364,14403.9,2816.63305615278,1,1,"Aearl_0749","SM15",32,25,4,27.4,0.526923076923077,167788,TRUE,38,0.796066197221429,67.9934371851487,10
"489","2290",219189,16852.7048387097,24032.4,3465.25275947542,1,2,"Lflex_0305","MIX",31,25,4,23.21,0.455098039215686,134964,TRUE,41,0.29518321793737,61.8644830205738,7
"490","2291",336323.45,29451.57,15705.2,2663.82330600017,1,1,"Aearl_0411","SM148B",30,25,4,22.14,0.425769230769231,173735,TRUE,45,1.08409913276663,60.3788260096105,9
"491","2292",144314.25,14824.5675675676,8997.7,1744.16246299349,1,2,"Banca_0417","SM76",29,25,4,6.33,0.143863636363636,103592,TRUE,40,0.643082983188308,56.333788656965,21
"492","2293",1139071.5,71926.5075757576,18336.7,3912.29845790345,1,2,"Sster_0643","MIX",28,25,4,46.92,0.92,208951,TRUE,42,0.863833435609234,59.9995766454571,4
"493","2294",410080.8,37451.68,9806.4,2728.98385882066,1,1,"Aearl_0749","SM85",27,25,4,17.79,0.342115384615385,188072.5,TRUE,42,0.928605639506337,61.6551042114763,11
"494","2295",668898,48513.4926470588,28025.8,3265.25804227822,1,1,"Lflex_0743","MIX",26,25,4,33.07,0.635961538461538,153058.5,TRUE,38,0.684122181015425,65.7831435705526,12
"495","2296",491821.55,40561.9085714286,21182.4,3033.34140355684,1,1,"Banna_1052","SM42",25,25,4,25.6,0.492307692307692,163050.5,TRUE,44,0.564711701389498,65.0035340386842,11
"496","2297",471414,30901.7571428572,20728.2,2561.81949607672,1,1,"Kdike_0413","MIX",24,25,4,28.47,0.5475,110975,TRUE,45,0.776671666973726,64.4193866868737,10
"497","2298",333464.3,33825.5871428571,6101.4,1886.63166295385,1,2,"Aearl_0749","SM152B",23,25,4,12.02,0.286190476190476,142488,TRUE,36,-0.0646641992224329,63.4731058054846,19
"498","2299",541980.5,45326.9972972973,15051.1,2616.56980151804,1,2,"Aoost_0430","SM42",22,25,4,39.19,0.76843137254902,205612,TRUE,45,0.567276529097775,61.7545998008262,15
"499","2300",788302.7,52658.7057142857,11080.6,2509.35199420344,1,2,"Ancor_0852","SM140B",21,25,4,22.67,0.539761904761905,153361,TRUE,36,0.675991534169007,59.8337095765564,19
"500","2301",792247.45,54060.1135135135,20537.1,4217.72148130081,1,2,"Ilona_0953","SM170A",40,26,4,26.85,0.639285714285714,173280,TRUE,37,0.512478036693359,62.266751792559,5
"501","2302",604294.4,35021.74,31739.6,3720.98638494637,1,1,"Aalon_0307","SM4",39,26,4,16.31,0.313653846153846,108953,FALSE,43,0.496241318918191,67.44244763824,5
"502","2303",202985.2,16788.1,16840.2,2485.65772805584,1,2,"Ancor_1057","SM167",38,26,4,13.79,0.328333333333333,80739,TRUE,37,-0.155499186075275,65.8284530587923,15
"503","2304",1027333,61020.1675675676,14861.3,3396.26076702514,1,2,"Banna_0311","MIX",37,26,4,50.3,0.986274509803922,179820,TRUE,46,0.678188535664876,65.9212954304738,5
"504","2305",681991.2,41908.6166666667,17223.8,3876.24015499826,1,2,"Rling_0204","SM13",36,26,4,30.54,0.678666666666667,121522.5,TRUE,38,0.765356159657766,61.396884823835,10
"505","2306",700622.5,63872.4112903226,26451,3072.9870362232,1,2,"Aoost_0430","MIX",35,26,4,44.32,0.869019607843137,211579,TRUE,41,0.632836623530884,63.7854419088238,8
"506","2307",391124.75,35851.4516129032,13620,2939.55322620044,1,2,"Aearl_0749","SM81",34,26,4,12.29,0.279318181818182,170853,TRUE,34,0.169266262928307,74.0285125727,21
"507","2308",932732.85,53782.6893939394,23398.7,2874.78592290485,1,1,"Mrida_0851","SM141A",33,26,4,32.8,0.630769230769231,200670,TRUE,39,1.4456459638798,67.8529181977744,9
"508","2309",774774.75,58616.8064516129,18135,3423.89705727273,1,2,"Borek_0619","MIX",32,26,4,39.76,0.779607843137255,174831,TRUE,41,0.900218184996002,61.3860569434143,7
"509","2310",190884.5,21626.7661290323,23696,2786.70271256171,1,2,"Rbani_0957","SM97",31,26,4,16.02,0.364090909090909,134008,TRUE,34,0.488956503856069,61.145204581085,21
"510","2311",592145.7,41846.8027777778,16205.3,4737.14140764046,1,2,"Ctain_0747","MIX",30,26,4,32.17,0.63078431372549,202566,TRUE,44,0.718383173909485,59.4054462484667,28
"511","2312",488244.5,44256.3014705882,16181.4,4418.31036132927,1,1,"Aearl_0749","SM152A",29,26,4,27.01,0.519423076923077,180104,TRUE,42,1.03426867551896,64.8368934176132,9
"512","2313",632267.95,41259.22,14181.8,3342.58975352581,1,1,"Banca_0743","SM148A",28,26,4,34.74,0.668076923076923,157534,TRUE,43,0.976580828009328,68.7046042533658,10
"513","2314",96895.15,4746.80135135135,8997.3,1153.05442933037,1,2,"Aearl_0749","NO",27,26,4,3.83,0.0736538461538462,3923,TRUE,48,0.621068607162183,61.4424764716176,9
"514","2315",392950.35,39561.7454545455,12235.2,4042.98299816598,1,1,"Aearl_0749","SM3",26,26,4,24.99,0.480576923076923,152862,TRUE,36,0.880542450693268,63.6434967406474,9
"515","2316",751406.4,55689.0705882353,20046.9,4273.91653578628,1,1,"Aaran_0413","MIX",25,26,4,34.72,0.667692307692308,171328,TRUE,44,0.641330844159987,64.5432209200711,11
"516","2317",447236.3,38881.03,16175.8,3831.22270608172,1,1,"Aoost_0543","SM91",24,26,4,26.77,0.514807692307692,149551,TRUE,43,0.603822387169986,63.8251348819868,12
"517","2318",115919.85,6148.23918918919,3562.2,1695.39576083745,1,2,"Aearl_0749","SM16",23,26,4,5.46,0.121333333333333,32769,TRUE,39,0.902224651495182,56.31334031541,3
"518","2319",472309.2,42506.6970588235,9003.2,4075.30311699955,1,1,"Aearl_0749","SM148A",22,26,4,26.23,0.504423076923077,177099,TRUE,44,1.24766472893673,63.4872896249816,10
"519","2320",315015.5,28438.45,11146.1,2843.76754834856,1,1,"Aalon_1024","SM34",21,26,4,20.1,0.386538461538462,146465,TRUE,43,0.247352894840203,65.9670309440763,13
"520","2321",833124.85,57648.3385714286,21712.6,2336.96652258586,1,1,"Aaran_0859","SM18",40,27,4,29.77,0.5725,204329,TRUE,45,0.693371749802102,68.2519291428579,9
"521","2322",326039.1,29995.5742857143,20706.1,2220.92102345993,1,1,"Aoost_0430","SM73",39,27,4,25.73,0.494807692307692,157901.5,TRUE,45,0.314405865697363,67.5633456760158,12
"522","2323",801118.95,54254.62,18094.3,2118.13343363823,1,1,"Mrida_0851","SM84",38,27,4,33.45,0.643269230769231,212860.5,TRUE,45,1.10649116993926,68.511156937529,7
"523","2324",687039.75,54780.6357142857,14681.9,2916.97814598013,1,1,"Aearl_0104","SM17",37,27,4,37.05,0.7125,184581,TRUE,43,0.888881855159034,64.1722731088342,9
"524","2325",532764.25,27221.5608108108,16781.5,3799.38304613195,1,2,"Aearl_0749","SM34",36,27,4,15.48,0.344,150506,TRUE,41,-0.0504537780995206,73.95834973828,22
"525","2326",1010167.05,70503.2661764706,20444.2,2517.36383112372,1,1,"Banna_0627","SM42",35,27,4,38.92,0.748461538461539,214146,TRUE,38,0.693177710654427,64.4252314828237,8
"526","2327",1056690.3,67646.2157142857,19160.2,2671.86847483026,1,1,"Aalon_0923","SM102",34,27,4,34.51,0.663653846153846,200280,TRUE,39,0.76049726912056,64.9623562772289,8
"527","2328",701301.85,46133.6671428571,28323.4,2524.65746262863,1,1,"Rbani_0749","SM153A",33,27,4,34.22,0.658076923076923,185969,TRUE,39,0.706738513569755,66.2350435822816,11
"528","2329",423561,38832.6857142857,19910.5,2201.91843571672,1,1,"Sster_1064","SM146B",32,27,4,27.85,0.535576923076923,190266,TRUE,39,0.990849258340136,65.7279040083395,12
"529","2330",292751,27503.9714285714,13662,2000.58769682419,1,1,"Ctain_0109","SM42",31,27,4,21.19,0.4075,152829,TRUE,39,0.737827516152802,63.7741607916026,11
"530","2331",735753.45,51836.5985714286,31660.8,2936.66880705999,1,1,"Banna_0204","SM42",30,27,4,34.2,0.657692307692308,195405,TRUE,43,0.553394250461896,68.3962091940275,12
"531","2332",545337.65,45679.1971428571,16831.6,3213.50417678592,1,1,"Banna_1052","SM63",29,27,4,26.06,0.501153846153846,189090,TRUE,45,0.518904813208353,67.2865953318075,11
"532","2333",111333.4,17454.7971428571,18338.7,2754.69828684121,1,1,"Sster_1064","SM149B",28,27,4,17.87,0.343653846153846,162395,TRUE,45,0.387785131795277,66.1328548582225,14
"533","2334",96816.1,3176.12027027027,7179.1,830.46061077363,1,2,"Volin_0102","SM153D",27,27,4,3.94,0.0938095238095238,14819,TRUE,38,-0.346877859096435,67.4987117792795,31
"534","2335",146086.25,4684.98648648649,12780.5,1773.76556606085,1,2,"Aoost_0215","SM148A",26,27,4,3.78,0.09,18895,TRUE,38,-0.611686397563519,66.5355854868615,24
"535","2336",243125.25,20547.2285714286,13911.6,2600.54465460179,1,1,"Aalon_0408","MIX",25,27,4,14.71,0.282884615384615,120954,TRUE,45,0.928291927905929,63.8937516911474,10
"536","2337",143449.5,6138.74324324324,9428,1038.21757801234,1,2,"Aearl_0749","SM164A",24,27,4,4.83,0.115,30209,TRUE,38,-0.81360499879118,73.7808559890765,19
"537","2338",426855.95,33159.6271428571,13882.4,2635.92138726317,1,1,"Banna_0311","SM143",23,27,4,30.61,0.588653846153846,125531,TRUE,45,0.936767274283913,64.0492720669789,8
"538","2339",156847.4,14347.4328571429,13953.2,1768.76098284985,1,1,"Aaran_0534","SM70",22,27,4,14.27,0.274423076923077,127605,TRUE,45,0.622490188674983,63.2861175387263,11
"539","2340",486302.4,30007.05,11310.8,2002.83519498533,1,2,"Aearl_0646","MIX",21,27,4,15.38,0.30156862745098,160338,TRUE,47,0.607432613717295,62.2867121375211,28
"540","2341",607472.75,44561.0785714286,19295.6,3550.02259352529,1,1,"Aalon_0718","SM42",40,28,4,27.6,0.530769230769231,172014,TRUE,44,0.316292693190297,70.1022857828526,13
"541","2342",806224.95,51618.1364864865,17724.9,2982.24928566848,1,2,"Aoost_0543","SM42",39,28,4,35.37,0.693529411764706,185029,TRUE,47,0.881371518203018,63.2443725042829,7
"542","2343",700008.2,55798.4414285714,20386.8,3101.35916764996,1,1,"Volin_0203","SM42",38,28,4,32.43,0.623653846153846,200596.5,TRUE,45,0.736864888310691,68.5704172738184,10
"543","2344",493991.9,42928.9757142857,15324.1,3894.84779060536,1,1,"Aearl_0749","SM113",37,28,4,27.19,0.522884615384615,183889,TRUE,44,1.09962596357919,65.1499622252053,9
"544","2345",1375132.7,74560.4986486487,14951.8,4024.69577657205,1,2,"Clfin_0102","SM44",36,28,4,42.25,0.938888888888889,193949,TRUE,41,0.64154502204664,65.53866192041,20
"545","2346",965151.6,76748.1216666667,11282.2,3925.03549712293,1,2,"Aalon_0408","MIX",35,28,4,39.69,0.778235294117647,215506,TRUE,40,0.991242167210977,57.1188944141571,7
"546","2347",763205.3,72199.7274193549,6312.2,3047.45890463932,1,2,"Aearl_0749","SM49",34,28,4,27.57,0.612666666666667,222826.5,TRUE,35,0.362554144040046,67.0266292596375,8
"547","2348",592956.65,60110.7951612903,5421.2,3333.57764130624,1,2,"Aearl_0749","SM47",33,28,4,24.15,0.536666666666667,211079,TRUE,35,1.05689935770979,60.2510145784,2
"548","2349",171221,10016.2822580645,26961.9,2553.58342594496,1,2,"Rling_0204","SM145C",32,28,4,17.77,0.423095238095238,61803.5,TRUE,32,0.103664902137545,66.3430822094368,18
